id_achat,id_client,date_achat,montant,produit
5580,1213,2025-04-14,375.83,Mouse
5581,1213,2025-09-24,288.03,Keyboard
5582,1214,2025-08-26,333.82,Monitor
5583,1214,2025-02-28,856.83,Webcam
5584,1214,2026-01-17,516.33,Mouse
5585,1215,2025-07-30,685.36,Charger
5586,1215,2025-03-14,664.4,Charger
5587,1215,2025-05-27,145.89,Keyboard
5588,1215,2025-11-04,100.08,Webcam
5589,1215,2025-02-18,975.47,Speaker
5590,1216,2025-04-21,259.08,Monitor
5591,1216,2025-06-02,934.82,Monitor
5592,1216,2025-05-23,598.49,Headphones
5593,1216,2025-03-25,319.92,Keyboard
5594,1216,2025-09-23,908.15,Charger
5595,1217,2025-12-28,679.34,Monitor
5596,1217,2025-02-22,271.27,Mouse
5597,1217,2025-12-04,672.99,Headphones
5598,1218,2025-10-21,367.87,Speaker
5599,1218,2025-10-06,557.37,Headphones
5600,1219,2025-09-24,181.68,Monitor
5601,1219,2025-10-29,642.21,Headphones
5602,1219,2025-12-29,602.15,Keyboard
5603,1219,2025-05-29,191.25,Webcam
5604,1219,2025-07-11,381.25,Mouse
5605,1219,2025-01-23,489.5,Monitor
5606,1219,2025-05-01,933.16,Webcam
5607,1219,2025-04-10,542.03,Tablet
5608,1220,2025-04-25,133.18,Mouse
5609,1220,2025-10-15,814.98,Mouse
5610,1220,2025-02-14,13.23,Headphones
5611,1221,2025-06-04,500.11,Speaker
5612,1221,2025-04-28,587.75,Monitor
5613,1221,2025-11-20,516.01,Mouse
5614,1221,2025-03-01,207.2,Laptop
5615,1221,2025-10-25,981.76,Webcam
5616,1221,2025-01-19,599.32,Webcam
5617,1222,2025-02-06,148.33,Phone
5618,1222,2025-06-17,367.72,Laptop
5619,1222,2025-07-08,50.62,Phone
5620,1222,2025-10-30,284.58,Speaker
5621,1223,2025-06-30,104.93,Mouse
5622,1223,2025-03-24,212.84,Charger
5623,1223,2025-12-28,69.28,Phone
5624,1223,2025-06-28,344.23,Charger
5625,1223,2025-07-29,722.38,Monitor
5626,1224,2025-12-27,622.13,Charger
5627,1224,2025-06-15,754.21,Speaker
5628,1224,2025-06-04,360.02,Headphones
5629,1224,2025-08-19,160.19,Speaker
5630,1225,2025-06-13,180.12,Mouse
5631,1225,2025-02-27,211.11,Charger
5632,1225,2025-12-06,27.27,Tablet
5633,1225,2025-07-24,100.27,Charger
5634,1225,2025-11-21,978.89,Monitor
5635,1225,2025-12-20,811.45,Phone
5636,1226,2025-08-31,173.99,Tablet
5637,1226,2025-09-28,918.45,Monitor
5638,1227,2025-11-09,315.41,Charger
5639,1227,2025-10-12,862.29,Mouse
5640,1228,2025-04-16,848.81,Mouse
5641,1228,2025-03-23,715.3,Webcam
5642,1228,2025-07-13,158.88,Mouse
5643,1228,2025-02-16,852.08,Mouse
5644,1229,2025-11-25,442.28,Speaker
5645,1230,2025-12-13,512.48,Mouse
5646,1230,2025-01-31,839.84,Charger
5647,1230,2025-05-13,213.41,Tablet
5648,1230,2025-01-26,706.42,Charger
5649,1231,2025-05-22,176.7,Mouse
5650,1231,2025-04-30,215.06,Keyboard
5651,1231,2025-02-28,359.73,Monitor
5652,1231,2025-02-16,256.28,Monitor
5653,1231,2025-05-31,899.47,Mouse
5654,1231,2025-03-26,604.43,Webcam
5655,1231,2025-12-29,961.05,Charger
5656,1231,2025-06-13,251.63,Phone
5657,1231,2025-03-22,457.72,Laptop
5658,1232,2025-10-30,387.16,Webcam
5659,1232,2025-02-17,441.93,Webcam
5660,1232,2025-08-19,910.1,Phone
5661,1232,2026-01-19,442.99,Keyboard
5662,1233,2026-01-02,997.13,Webcam
5663,1233,2025-02-24,166.52,Headphones
5664,1233,2025-05-30,855.11,Speaker
5665,1234,2025-09-06,847.44,Mouse
5666,1234,2025-09-14,370.93,Headphones
5667,1234,2025-12-31,99.07,Tablet
5668,1234,2025-07-25,101.45,Speaker
5669,1234,2025-10-19,59.56,Phone
5670,1234,2025-01-31,530.0,Monitor
5671,1234,2025-07-05,458.57,Monitor
5672,1235,2025-09-29,872.3,Tablet
5673,1235,2025-03-24,236.8,Monitor
5674,1236,2025-09-11,576.88,Tablet
5675,1236,2025-12-30,295.36,Webcam
5676,1236,2025-07-06,942.6,Tablet
5677,1236,2025-03-21,243.88,Headphones
5678,1236,2025-02-08,606.61,Phone
5679,1236,2025-02-27,76.71,Phone
5680,1236,2025-05-27,276.35,Tablet
5681,1236,2025-04-08,538.61,Webcam
5682,1236,2025-04-02,557.9,Keyboard
5683,1237,2025-06-26,932.83,Headphones
5684,1237,2025-10-16,789.04,Keyboard
5685,1237,2025-08-22,856.85,Monitor
5686,1237,2025-10-26,518.11,Laptop
5687,1237,2026-01-13,505.9,Laptop
5688,1237,2025-10-29,399.87,Tablet
5689,1238,2025-08-16,286.48,Headphones
5690,1238,2025-05-02,460.39,Phone
5691,1238,2025-10-02,716.3,Tablet
5692,1238,2025-05-08,643.73,Laptop
5693,1238,2025-05-14,76.4,Mouse
5694,1238,2025-04-21,144.55,Monitor
5695,1238,2025-02-25,466.16,Webcam
5696,1238,2025-02-07,680.75,Mouse
5697,1239,2025-06-20,889.9,Webcam
5698,1239,2025-08-29,962.48,Speaker
5699,1239,2025-08-20,360.4,Charger
5700,1239,2025-12-11,581.7,Mouse
5701,1239,2025-07-28,754.11,Speaker
5702,1240,2025-03-19,46.05,Phone
5703,1240,2025-02-09,603.8,Keyboard
5704,1240,2025-06-08,843.53,Phone
5705,1240,2025-01-20,608.35,Mouse
5706,1240,2025-07-04,388.75,Monitor
5707,1240,2025-02-22,379.89,Keyboard
5708,1241,2025-05-13,223.41,Tablet
5709,1241,2025-12-04,455.44,Charger
5710,1241,2025-10-03,792.62,Tablet
5711,1241,2025-09-18,652.58,Monitor
5712,1242,2025-09-09,901.5,Webcam
5713,1242,2025-07-24,260.39,Mouse
5714,1242,2025-04-06,471.69,Webcam
5715,1242,2025-02-25,377.85,Headphones
5716,1243,2025-01-28,60.83,Tablet
5717,1243,2025-04-09,898.07,Phone
5718,1243,2025-03-26,302.46,Laptop
5719,1243,2025-09-23,357.05,Mouse
5720,1244,2025-05-12,822.88,Speaker
5721,1244,2025-02-19,482.34,Webcam
5722,1245,2025-07-21,317.24,Speaker
5723,1245,2025-12-12,174.29,Phone
5724,1246,2025-03-04,276.91,Laptop
5725,1247,2025-05-18,377.55,Webcam
5726,1247,2025-11-19,409.38,Charger
5727,1247,2025-06-22,465.69,Charger
5728,1247,2025-07-20,333.28,Keyboard
5729,1247,2025-07-27,60.41,Speaker
5730,1248,2026-01-01,760.91,Mouse
5731,1248,2025-10-02,766.0,Laptop
5732,1248,2025-05-01,669.66,Speaker
5733,1248,2025-02-23,731.38,Charger
5734,1248,2025-09-25,510.89,Tablet
5735,1248,2025-08-18,933.62,Mouse
5736,1248,2025-06-18,336.85,Webcam
5737,1248,2025-03-31,734.14,Monitor
5738,1249,2025-06-12,283.0,Headphones
5739,1250,2025-12-28,954.02,Headphones
5740,1250,2025-06-16,424.19,Headphones
5741,1251,2025-06-11,160.13,Speaker
5742,1251,2025-04-01,572.5,Headphones
5743,1252,2025-07-11,487.84,Phone
5744,1252,2025-02-05,226.9,Tablet
5745,1252,2025-05-01,925.57,Webcam
5746,1252,2025-07-08,123.09,Webcam
5747,1252,2025-07-18,813.57,Keyboard
5748,1252,2025-05-01,620.63,Keyboard
5749,1252,2025-04-16,852.09,Monitor
5750,1253,2025-12-10,902.31,Keyboard
5751,1253,2025-05-03,635.21,Keyboard
5752,1253,2025-08-26,531.44,Charger
5753,1253,2025-02-11,524.85,Monitor
5754,1253,2025-03-18,808.13,Headphones
5755,1254,2025-11-07,513.75,Webcam
5756,1254,2025-10-16,973.03,Mouse
5757,1254,2025-10-05,60.77,Charger
5758,1254,2025-02-25,307.34,Monitor
5759,1255,2025-02-21,231.39,Headphones
5760,1255,2025-10-05,881.94,Headphones
5761,1255,2025-06-01,469.7,Tablet
5762,1256,2025-11-28,405.85,Charger
5763,1256,2025-08-17,337.9,Phone
5764,1256,2025-06-28,250.07,Charger
5765,1256,2025-11-08,486.36,Phone
5766,1256,2025-09-05,777.22,Laptop
5767,1257,2025-04-17,162.51,Webcam
5768,1257,2025-08-21,978.58,Keyboard
5769,1257,2025-02-11,938.22,Phone
5770,1258,2025-12-11,997.82,Mouse
5771,1258,2025-06-18,592.54,Mouse
5772,1258,2025-12-02,435.8,Headphones
5773,1259,2025-08-09,173.25,Tablet
5774,1259,2025-06-30,602.0,Charger
5775,1260,2025-08-14,91.27,Laptop
5776,1260,2025-10-12,158.55,Mouse
5777,1260,2025-12-21,497.72,Phone
5778,1260,2026-01-17,935.03,Tablet
5779,1261,2025-07-22,983.86,Keyboard
5780,1261,2025-08-29,681.95,Keyboard
5781,1261,2025-12-27,669.4,Phone
5782,1262,2025-04-20,587.03,Laptop
5783,1262,2025-07-22,618.22,Headphones
5784,1262,2025-05-15,791.65,Mouse
5785,1262,2025-02-18,825.95,Webcam
5786,1263,2025-06-21,619.28,Speaker
5787,1264,2026-01-04,147.23,Webcam
5788,1265,2025-12-16,647.03,Speaker
5789,1265,2025-10-23,105.16,Charger
5790,1265,2025-02-01,231.55,Monitor
5791,1265,2025-08-01,41.71,Keyboard
5792,1265,2025-08-28,668.36,Webcam
5793,1266,2026-01-03,513.79,Monitor
5794,1266,2025-08-07,656.95,Mouse
5795,1266,2025-11-25,423.79,Headphones
5796,1266,2025-08-28,796.31,Monitor
5797,1266,2025-10-09,669.59,Headphones
5798,1266,2025-09-16,248.27,Tablet
5799,1266,2025-03-17,706.2,Laptop
5800,1267,2025-03-06,126.54,Phone
5801,1268,2025-11-09,339.4,Keyboard
5802,1268,2025-07-12,583.48,Webcam
5803,1268,2025-03-27,440.98,Phone
5804,1268,2025-03-24,930.57,Speaker
5805,1268,2025-04-11,732.09,Monitor
5806,1268,2025-11-28,938.06,Headphones
5807,1269,2025-04-03,370.57,Mouse
5808,1269,2025-03-09,199.57,Phone
5809,1269,2025-02-04,58.42,Monitor
5810,1269,2025-07-02,395.66,Webcam
5811,1269,2025-02-18,468.87,Mouse
5812,1269,2025-10-11,785.89,Keyboard
5813,1269,2025-07-07,455.12,Keyboard
5814,1269,2025-04-07,747.83,Mouse
5815,1269,2025-12-04,661.82,Charger
5816,1270,2025-09-19,870.48,Tablet
5817,1270,2025-03-17,954.75,Mouse
5818,1270,2025-12-08,102.28,Keyboard
5819,1270,2025-09-07,156.69,Tablet
5820,1270,2025-04-29,247.62,Charger
5821,1270,2025-05-23,500.4,Monitor
5822,1271,2026-01-07,635.22,Keyboard
5823,1271,2025-10-28,802.21,Keyboard
5824,1271,2026-01-09,343.81,Phone
5825,1272,2025-11-28,506.07,Headphones
5826,1272,2025-02-14,156.33,Speaker
5827,1272,2025-02-21,280.71,Mouse
5828,1272,2025-06-18,890.69,Charger
5829,1273,2025-08-23,440.59,Laptop
5830,1273,2025-06-22,460.4,Charger
5831,1273,2025-08-21,551.65,Speaker
5832,1273,2025-05-25,996.82,Webcam
5833,1273,2025-12-17,54.07,Keyboard
5834,1273,2025-05-06,27.74,Charger
5835,1274,2025-08-08,479.77,Mouse
5836,1274,2025-07-15,929.76,Charger
5837,1274,2026-01-10,576.18,Keyboard
5838,1274,2025-12-24,836.45,Headphones
5839,1274,2025-01-23,454.78,Monitor
5840,1274,2025-11-20,892.6,Laptop
5841,1274,2025-10-18,818.57,Charger
5842,1275,2025-09-17,535.44,Laptop
5843,1275,2025-09-04,229.58,Webcam
5844,1275,2025-08-09,246.59,Laptop
5845,1276,2025-11-18,804.37,Monitor
5846,1277,2025-06-30,940.52,Laptop
5847,1277,2025-03-03,506.73,Monitor
5848,1277,2025-06-28,771.21,Laptop
5849,1277,2025-03-18,501.67,Charger
5850,1277,2025-03-17,221.28,Speaker
5851,1277,2025-08-27,294.68,Phone
5852,1278,2025-09-04,185.46,Headphones
5853,1278,2025-09-02,24.07,Mouse
5854,1278,2025-11-09,88.88,Headphones
5855,1279,2026-01-18,675.09,Mouse
5856,1280,2025-02-26,731.87,Keyboard
5857,1280,2026-01-13,106.63,Monitor
5858,1281,2025-03-01,553.19,Phone
5859,1281,2025-08-25,85.46,Tablet
5860,1281,2025-11-17,874.49,Laptop
5861,1282,2025-02-27,277.35,Tablet
5862,1282,2025-11-20,122.24,Webcam
5863,1282,2025-05-10,344.15,Speaker
5864,1282,2025-12-21,768.34,Speaker
5865,1282,2025-08-15,470.64,Phone
5866,1282,2025-12-26,486.43,Charger
5867,1282,2025-06-01,285.52,Phone
5868,1282,2025-12-25,362.7,Phone
5869,1282,2025-06-27,359.71,Mouse
5870,1283,2025-05-01,257.77,Laptop
5871,1283,2025-06-16,911.81,Charger
5872,1283,2025-09-30,806.33,Phone
5873,1283,2025-07-26,992.2,Tablet
5874,1283,2025-08-29,154.35,Tablet
5875,1283,2025-09-12,526.87,Speaker
5876,1283,2025-07-21,202.23,Keyboard
5877,1284,2025-02-02,809.2,Mouse
5878,1284,2025-03-26,220.24,Headphones
5879,1284,2025-05-05,624.86,Webcam
5880,1284,2025-06-24,775.73,Phone
5881,1284,2025-03-15,976.38,Headphones
5882,1284,2025-09-16,836.17,Webcam
5883,1284,2025-09-12,561.88,Webcam
5884,1285,2025-10-10,207.12,Laptop
5885,1285,2025-10-15,46.02,Headphones
5886,1285,2025-06-24,13.68,Keyboard
5887,1286,2025-02-03,752.24,Laptop
5888,1286,2025-06-21,969.89,Webcam
5889,1286,2025-12-30,94.37,Phone
5890,1286,2025-12-26,598.7,Speaker
5891,1287,2025-05-27,478.7,Speaker
5892,1287,2025-10-14,996.17,Keyboard
5893,1287,2025-04-21,128.56,Laptop
5894,1287,2025-02-07,788.28,Keyboard
5895,1287,2025-11-04,253.58,Speaker
5896,1287,2025-07-22,823.94,Monitor
5897,1287,2026-01-11,48.55,Phone
5898,1288,2025-05-03,964.44,Tablet
5899,1288,2026-01-02,698.95,Mouse
5900,1289,2025-06-12,503.3,Monitor
5901,1289,2025-01-26,412.8,Laptop
5902,1289,2025-05-30,981.44,Keyboard
5903,1289,2025-12-02,192.93,Phone
5904,1289,2025-11-23,870.81,Speaker
5905,1289,2025-05-16,606.88,Phone
5906,1289,2025-05-19,368.91,Phone
5907,1289,2025-05-07,974.89,Keyboard
5908,1290,2025-12-12,580.65,Charger
5909,1290,2025-07-28,802.37,Headphones
5910,1290,2025-12-18,58.59,Monitor
5911,1290,2025-10-16,843.05,Speaker
5912,1291,2025-10-11,661.32,Phone
5913,1291,2025-02-26,896.37,Laptop
5914,1291,2025-12-22,318.77,Mouse
5915,1291,2025-04-17,102.04,Keyboard
5916,1291,2025-03-12,276.36,Laptop
5917,1291,2025-05-15,145.52,Phone
5918,1291,2025-11-03,949.49,Charger
5919,1292,2025-07-10,167.22,Speaker
5920,1292,2025-11-15,896.07,Headphones
5921,1292,2025-12-05,91.19,Tablet
5922,1292,2025-05-23,193.28,Charger
5923,1293,2025-05-03,814.13,Webcam
5924,1293,2025-10-29,226.23,Tablet
5925,1293,2025-06-29,177.68,Speaker
5926,1293,2025-09-10,246.2,Mouse
5927,1293,2025-09-26,15.23,Speaker
5928,1294,2025-02-22,732.55,Headphones
5929,1294,2025-04-01,497.73,Headphones
5930,1294,2025-07-09,68.78,Headphones
5931,1294,2025-04-11,617.13,Mouse
5932,1294,2026-01-08,200.55,Speaker
5933,1294,2025-12-04,299.78,Tablet
5934,1294,2025-06-26,410.48,Charger
5935,1294,2025-11-02,417.43,Charger
5936,1295,2025-07-26,857.58,Phone
5937,1295,2025-11-09,709.84,Monitor
5938,1295,2025-08-07,651.85,Webcam
5939,1296,2025-12-21,694.39,Charger
5940,1296,2025-06-13,192.51,Charger
5941,1296,2025-12-03,128.78,Headphones
5942,1296,2025-02-09,141.12,Laptop
5943,1296,2025-08-07,238.55,Headphones
5944,1296,2025-11-22,747.43,Phone
5945,1297,2025-03-21,225.95,Phone
5946,1297,2025-02-13,578.83,Headphones
5947,1297,2025-05-19,720.06,Laptop
5948,1297,2025-10-21,419.22,Keyboard
5949,1297,2025-08-03,214.27,Tablet
5950,1298,2025-06-24,132.01,Keyboard
5951,1299,2025-03-12,662.93,Monitor
5952,1299,2025-11-18,448.98,Headphones
5953,1299,2025-12-15,859.18,Tablet
5954,1300,2025-08-10,871.25,Headphones
5955,1300,2025-12-26,495.01,Monitor
5956,1300,2025-08-27,443.08,Monitor
5957,1301,2025-01-30,296.18,Mouse
5958,1302,2025-03-27,290.61,Tablet
5959,1302,2025-04-03,431.89,Laptop
5960,1303,2025-12-24,74.64,Webcam
5961,1303,2025-12-08,354.36,Headphones
5962,1303,2025-04-06,454.85,Monitor
5963,1303,2025-12-10,841.07,Mouse
5964,1304,2025-02-10,443.75,Tablet
5965,1304,2025-04-25,26.97,Headphones
5966,1304,2025-01-31,648.77,Mouse
5967,1305,2025-07-15,118.73,Keyboard
5968,1305,2025-02-07,526.81,Phone
5969,1305,2026-01-10,279.09,Speaker
5970,1305,2025-06-07,801.47,Mouse
5971,1305,2025-10-19,30.1,Charger
5972,1306,2025-04-06,251.85,Speaker
5973,1306,2025-05-05,857.29,Charger
5974,1306,2025-06-11,801.0,Speaker
5975,1306,2025-12-04,922.61,Webcam
5976,1306,2025-07-18,977.68,Laptop
5977,1306,2025-08-03,157.61,Laptop
5978,1306,2025-06-22,334.1,Speaker
5979,1307,2025-09-22,486.21,Tablet
5980,1307,2026-01-12,117.38,Monitor
5981,1307,2025-03-08,723.67,Mouse
5982,1307,2025-10-10,258.66,Monitor
5983,1308,2025-01-30,673.14,Charger
5984,1308,2025-04-22,569.56,Keyboard
5985,1308,2025-06-12,105.13,Webcam
5986,1308,2025-07-27,628.37,Headphones
5987,1308,2025-09-06,331.47,Keyboard
5988,1309,2025-07-11,537.16,Webcam
5989,1309,2025-03-28,235.3,Speaker
5990,1310,2025-12-23,416.63,Laptop
5991,1310,2025-07-22,212.91,Mouse
5992,1310,2025-09-03,539.63,Phone
5993,1310,2025-08-21,111.59,Speaker
5994,1310,2025-06-03,446.87,Tablet
5995,1311,2025-06-01,377.17,Laptop
5996,1311,2025-03-23,263.89,Charger
5997,1311,2025-12-10,415.05,Monitor
5998,1312,2026-01-01,894.17,Phone
5999,1312,2025-04-29,347.41,Headphones
6000,1312,2025-11-05,615.66,Phone
6001,1312,2025-12-07,807.36,Charger
6002,1312,2025-10-13,541.52,Headphones
6003,1312,2025-02-23,53.73,Monitor
6004,1312,2025-05-09,545.66,Laptop
6005,1312,2025-01-29,926.97,Webcam
6006,1312,2025-06-18,818.89,Headphones
6007,1312,2025-02-07,797.77,Keyboard
6008,1313,2025-03-23,237.04,Charger
6009,1314,2025-12-16,355.47,Keyboard
6010,1314,2025-08-29,755.79,Speaker
6011,1314,2025-11-17,698.98,Laptop
6012,1315,2025-04-12,200.62,Tablet
6013,1315,2025-12-17,241.88,Laptop
6014,1315,2025-04-14,735.12,Headphones
6015,1315,2025-09-27,829.0,Headphones
6016,1315,2025-04-16,141.3,Webcam
6017,1316,2025-10-09,622.46,Laptop
6018,1317,2025-04-09,881.36,Monitor
6019,1318,2025-05-03,691.04,Tablet
6020,1318,2025-09-29,478.99,Laptop
6021,1318,2025-06-27,179.66,Laptop
6022,1318,2025-08-06,537.7,Mouse
6023,1318,2025-01-26,117.44,Tablet
6024,1318,2025-12-20,219.67,Tablet
6025,1318,2025-11-18,420.9,Mouse
6026,1319,2025-11-13,273.48,Speaker
6027,1320,2025-10-10,595.77,Charger
6028,1320,2025-01-22,984.56,Webcam
6029,1320,2025-07-22,165.82,Charger
6030,1320,2026-01-07,537.52,Charger
6031,1320,2025-03-11,223.43,Webcam
6032,1320,2025-09-27,430.64,Charger
6033,1321,2025-03-27,322.57,Charger
6034,1321,2025-09-09,222.01,Laptop
6035,1321,2025-11-26,204.31,Monitor
6036,1321,2025-01-22,381.77,Speaker
6037,1321,2025-04-15,470.22,Phone
6038,1321,2025-04-27,875.98,Phone
6039,1321,2025-09-12,798.64,Tablet
6040,1322,2025-11-27,703.27,Phone
6041,1322,2025-05-17,564.46,Mouse
6042,1322,2025-10-22,910.24,Charger
6043,1322,2025-10-21,715.32,Tablet
6044,1322,2025-09-25,62.3,Tablet
6045,1322,2025-05-05,543.64,Headphones
6046,1322,2025-07-02,800.95,Headphones
6047,1323,2026-01-01,610.83,Phone
6048,1323,2025-06-14,249.08,Speaker
6049,1323,2025-12-15,92.73,Speaker
6050,1323,2025-06-03,542.19,Monitor
6051,1323,2025-07-16,268.53,Speaker
6052,1323,2025-04-26,144.82,Tablet
6053,1323,2025-04-13,53.58,Webcam
6054,1323,2025-07-19,851.74,Headphones
6055,1324,2025-05-16,156.34,Webcam
6056,1324,2025-10-08,80.72,Speaker
6057,1324,2025-08-09,89.36,Keyboard
6058,1324,2025-12-05,466.29,Monitor
6059,1324,2025-09-18,992.82,Keyboard
6060,1325,2025-06-22,693.97,Laptop
6061,1325,2025-09-02,92.8,Tablet
6062,1325,2025-02-27,759.98,Charger
6063,1325,2025-01-21,90.25,Headphones
6064,1325,2025-08-05,485.97,Phone
6065,1325,2025-10-03,444.59,Speaker
6066,1325,2025-12-12,651.07,Laptop
6067,1325,2025-12-10,789.59,Charger
6068,1325,2025-06-13,35.58,Tablet
6069,1325,2025-08-25,988.52,Keyboard
6070,1326,2025-09-27,915.12,Monitor
6071,1326,2025-09-06,755.0,Monitor
6072,1326,2025-09-12,167.68,Speaker
6073,1326,2025-05-08,814.64,Charger
6074,1327,2025-05-14,294.31,Speaker
6075,1327,2025-10-11,911.15,Phone
6076,1327,2025-03-01,159.07,Monitor
6077,1327,2025-07-25,506.4,Laptop
6078,1327,2025-02-12,320.97,Webcam
6079,1327,2025-05-29,49.98,Mouse
6080,1328,2025-05-06,58.36,Monitor
6081,1328,2025-09-24,886.93,Mouse
6082,1328,2025-05-25,351.9,Keyboard
6083,1328,2025-12-19,97.8,Speaker
6084,1329,2025-05-06,383.94,Phone
6085,1329,2025-04-30,243.44,Tablet
6086,1329,2025-09-30,799.72,Speaker
6087,1330,2025-10-22,664.71,Keyboard
6088,1330,2025-12-31,317.03,Tablet
6089,1330,2025-09-29,787.29,Mouse
6090,1331,2025-05-15,48.98,Webcam
6091,1331,2025-04-02,62.51,Headphones
6092,1331,2025-03-18,247.99,Charger
6093,1331,2025-08-07,857.47,Speaker
6094,1331,2025-11-12,465.42,Keyboard
6095,1331,2025-04-22,788.66,Laptop
6096,1331,2026-01-03,774.64,Speaker
6097,1332,2025-02-10,131.19,Mouse
6098,1332,2025-11-27,260.29,Speaker
6099,1332,2025-12-17,133.02,Speaker
6100,1333,2025-11-26,962.53,Tablet
6101,1334,2025-11-29,881.65,Headphones
6102,1334,2025-09-09,520.51,Mouse
6103,1334,2025-06-24,721.0,Headphones
6104,1334,2025-10-02,533.04,Phone
6105,1334,2025-05-23,405.71,Headphones
6106,1335,2025-10-10,302.2,Tablet
6107,1335,2025-03-14,526.51,Monitor
6108,1335,2025-10-26,413.56,Tablet
6109,1335,2025-01-28,30.5,Mouse
6110,1335,2025-09-30,758.91,Tablet
6111,1335,2025-07-31,374.57,Speaker
6112,1335,2025-05-13,436.58,Phone
6113,1336,2025-04-29,91.35,Laptop
6114,1337,2026-01-06,982.39,Mouse
6115,1337,2025-06-30,165.11,Keyboard
6116,1337,2025-06-25,760.08,Laptop
6117,1337,2025-06-18,194.72,Headphones
6118,1337,2025-11-01,723.91,Keyboard
6119,1337,2025-02-01,346.53,Tablet
6120,1338,2025-09-02,417.08,Monitor
6121,1338,2025-10-20,864.45,Speaker
6122,1339,2025-08-29,510.16,Laptop
6123,1339,2025-12-01,774.32,Phone
6124,1339,2025-04-02,374.69,Speaker
6125,1339,2025-06-01,700.43,Speaker
6126,1339,2025-10-28,186.67,Monitor
6127,1339,2025-10-23,338.24,Tablet
6128,1340,2025-04-15,70.91,Keyboard
6129,1340,2025-10-12,47.17,Laptop
6130,1340,2025-08-14,993.19,Monitor
6131,1340,2025-09-23,246.43,Headphones
6132,1341,2025-11-19,361.51,Speaker
6133,1342,2025-07-22,711.79,Mouse
6134,1342,2026-01-06,731.17,Tablet
6135,1342,2026-01-19,807.89,Phone
6136,1343,2025-10-06,530.95,Phone
6137,1344,2025-06-07,206.63,Charger
6138,1344,2025-08-04,100.5,Headphones
6139,1344,2025-05-15,497.66,Tablet
6140,1344,2025-12-13,410.94,Keyboard
6141,1344,2025-03-26,999.45,Laptop
6142,1345,2025-12-11,509.84,Keyboard
6143,1345,2025-10-01,991.51,Phone
6144,1345,2025-12-25,467.1,Speaker
6145,1345,2025-08-23,859.79,Speaker
6146,1345,2025-03-30,723.08,Speaker
6147,1345,2025-05-13,892.91,Laptop
6148,1345,2025-02-25,912.4,Headphones
6149,1345,2025-07-20,822.15,Laptop
6150,1345,2025-03-09,590.23,Keyboard
6151,1346,2025-11-02,136.63,Charger
6152,1346,2025-04-29,528.63,Laptop
6153,1346,2025-10-27,251.94,Mouse
6154,1346,2025-11-28,340.51,Webcam
6155,1346,2025-08-24,271.25,Monitor
6156,1346,2025-11-11,824.81,Charger
6157,1347,2026-01-08,374.23,Keyboard
6158,1347,2025-03-31,142.59,Laptop
6159,1347,2025-10-09,85.49,Charger
6160,1347,2026-01-03,80.2,Phone
6161,1347,2025-05-29,872.13,Charger
6162,1348,2025-09-30,233.59,Mouse
6163,1348,2025-02-22,534.59,Keyboard
6164,1348,2025-04-15,839.68,Charger
6165,1349,2025-06-05,605.94,Tablet
6166,1349,2025-04-15,82.77,Webcam
6167,1349,2025-11-04,282.27,Keyboard
6168,1350,2025-12-23,934.44,Monitor
6169,1350,2025-05-18,138.75,Speaker
6170,1350,2025-07-01,413.18,Laptop
6171,1350,2025-11-21,831.29,Laptop
6172,1351,2025-12-29,497.45,Mouse
6173,1351,2025-05-27,434.38,Laptop
6174,1351,2025-06-12,524.15,Phone
6175,1351,2025-04-30,125.35,Tablet
6176,1351,2025-09-03,432.25,Laptop
6177,1351,2025-05-13,939.46,Headphones
6178,1352,2025-07-18,403.85,Charger
6179,1352,2025-12-15,97.5,Laptop
6180,1352,2025-03-05,392.42,Webcam
6181,1352,2025-07-20,81.95,Headphones
6182,1352,2025-02-08,108.95,Tablet
6183,1352,2025-12-21,769.92,Monitor
6184,1352,2025-09-22,898.52,Keyboard
6185,1353,2025-09-02,554.79,Mouse
6186,1354,2025-09-01,848.96,Mouse
6187,1354,2025-09-17,765.42,Tablet
6188,1354,2025-02-15,624.97,Speaker
6189,1354,2025-07-21,833.08,Monitor
6190,1354,2025-12-30,752.17,Laptop
6191,1355,2025-04-04,558.99,Speaker
6192,1355,2025-08-01,985.3,Headphones
6193,1356,2025-03-06,864.21,Speaker
6194,1356,2025-12-21,739.29,Speaker
6195,1356,2025-10-10,145.13,Laptop
6196,1356,2025-06-16,219.84,Keyboard
6197,1357,2025-08-12,111.45,Keyboard
6198,1357,2025-05-14,457.02,Laptop
6199,1357,2025-06-28,609.63,Laptop
6200,1357,2025-02-08,512.33,Charger
6201,1357,2025-12-23,585.04,Phone
6202,1358,2025-12-16,189.96,Laptop
6203,1358,2025-03-18,717.51,Webcam
6204,1358,2025-03-13,991.98,Charger
6205,1358,2025-04-06,809.25,Mouse
6206,1358,2025-06-01,758.66,Charger
6207,1358,2025-06-26,627.54,Mouse
6208,1359,2025-08-28,382.11,Monitor
6209,1359,2025-12-31,831.98,Charger
6210,1359,2026-01-06,761.9,Webcam
6211,1359,2025-07-15,98.76,Speaker
6212,1359,2025-03-15,302.59,Speaker
6213,1359,2025-05-21,785.7,Charger
6214,1359,2025-12-19,390.26,Charger
6215,1360,2025-10-23,111.91,Laptop
6216,1360,2025-03-30,774.58,Monitor
6217,1360,2025-11-17,573.79,Headphones
